Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Sales_Method,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,34,186,6324,3225.24,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,34,87,2958,1331.1,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,23,95,2185,1005.1,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,28,54,1512,771.12,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,41,75,3075,1506.75,
Foot Locker,1185732,17-03-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,34,102,3468,2254.2,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,33,144,4752,2471.04,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,27,72,1944,952.56,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,18,83,1494,732.06,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,23,52,1196,621.92,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,36,65,2340,1053,
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,28,105,2940,1793.4,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,39,180,7020,3580.2,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,34,88,2992,1406.24,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,29,87,2523,1160.58,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,29,65,1885,1036.75,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,44,70,3080,1478.4,
Foot Locker,1185732,19-05-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,45,105,4725,2835,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,32,168,5376,2903.04,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,27,91,2457,1130.22,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,23,113,2599,1273.51,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,23,91,2093,1046.5,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,38,102,3876,1744.2,
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,42,142,5964,3876.6,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,36,203,7308,4019.4,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,33,130,4290,2016.3,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,29,128,3712,1707.52,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,29,101,2929,1552.37,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,37,94,3478,1704.22,
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,41,160,6560,4001.6,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,38,203,7714,3857,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,38,143,5434,2499.64,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,32,120,3840,1766.4,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,24,91,2184,1201.2,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,34,81,2754,1294.38,
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,36,128,4608,2995.2,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,32,174,5568,2784,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,28,100,2800,1316,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,14,75,1050,514.5,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,14,83,1162,615.86,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,23,77,1771,832.37,
Foot Locker,1185732,19-09-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,28,95,2660,1702.4,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,34,131,4454,2271.54,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,24,91,2184,1092,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,23,73,1679,805.92,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,23,59,1357,678.5,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,32,68,2176,1022.72,
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,38,88,3344,2140.16,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,34,150,5100,2601,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,23,88,2024,910.8,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,23,80,1840,901.6,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,23,88,2024,1052.48,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,43,81,3483,1671.84,
Foot Locker,1185732,18-11-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,48,108,5184,3265.92,
Foot Locker,1185732,17-12-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,41,163,6683,3475.16,
Foot Locker,1185732,17-12-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,32,113,3616,1735.68,
West Gear,1185732,17-12-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,32,120,3840,1804.8,
West Gear,1185732,17-12-2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,34,88,2992,1555.84,
West Gear,1185732,17-12-2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,42,88,3696,1848,
West Gear,1185732,17-12-2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,47,126,5922,3612.42,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,23,196,4508,2479.4,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,23,133,3059,1437.73,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,14,143,2002,940.94,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,Online,18,88,1584,823.68,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Men's Apparel,Online,33,98,3234,1519.98,
West Gear,1185732,11/1/2021,Midwest,Missouri,St. Louis,Women's Apparel,Online,24,138,3312,2119.68,
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,Online,25,218,5450,2888.5,
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,Online,24,101,2424,1139.28,
West Gear,1185732,11/2/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,Online,14,115,1610,724.5,
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,19,87,1653,826.5,
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Men's Apparel,Online,32,101,3232,1454.4,
West Gear,1185732,11/2/2021,West,Utah,Salt Lake City,Women's Apparel,Online,24,131,3144,1949.28,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,29,168,4872,2533.44,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,28,102,2856,1428,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,18,112,2016,1008,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,23,73,1679,889.87,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Men's Apparel,Online,38,75,2850,1425,
West Gear,1185732,10/3/2021,West,Utah,Salt Lake City,Women's Apparel,Online,29,100,2900,1856,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,27,181,4887,2443.5,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,25,94,2350,1057.5,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,14,98,1372,631.12,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,18,70,1260,667.8,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Men's Apparel,Online,33,74,2442,1123.32,
West Gear,1185732,11/4/2021,West,Utah,Salt Lake City,Women's Apparel,Online,24,112,2688,1612.8,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,32,174,5568,2839.68,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,29,101,2929,1435.21,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,25,98,2450,1225,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,23,72,1656,910.8,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Men's Apparel,Online,39,75,2925,1462.5,
West Gear,1185732,12/5/2021,West,Utah,Salt Lake City,Women's Apparel,Online,44,120,5280,3432,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,28,182,5096,2598.96,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,24,112,2688,1317.12,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,19,115,2185,1070.65,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,19,108,2052,1046.52,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Men's Apparel,Online,34,108,3672,1652.4,
West Gear,1185732,11/6/2021,West,Utah,Salt Lake City,Women's Apparel,Online,38,150,5700,3420,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,34,224,7616,3960.32,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,29,160,4640,2227.2,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,24,138,3312,1589.76,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,23,115,2645,1322.5,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Men's Apparel,Online,32,128,4096,1884.16,
West Gear,1185732,10/7/2021,West,Utah,Salt Lake City,Women's Apparel,Online,38,150,5700,3705,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,33,203,6699,3349.5,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,34,131,4454,2093.38,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,29,113,3277,1605.73,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,19,101,1919,1017.07,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Men's Apparel,Online,29,105,3045,1400.7,
West Gear,1185732,11/8/2021,West,Utah,Salt Lake City,Women's Apparel,Online,32,152,4864,2918.4,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,29,169,4901,2548.52,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,23,122,2806,1262.7,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,9,91,819,409.5,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,10,88,880,448.8,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Men's Apparel,Online,19,88,1672,836,
West Gear,1185732,12/9/2021,West,Utah,Salt Lake City,Women's Apparel,Online,24,120,2880,1843.2,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,28,173,4844,2470.44,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,19,100,1900,950,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,19,87,1653,809.97,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,19,72,1368,752.4,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Men's Apparel,Online,29,83,2407,1203.5,
West Gear,1185732,11/10/2021,West,Utah,Salt Lake City,Women's Apparel,Online,32,104,3328,2063.36,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,29,149,4321,2160.5,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,20,108,2160,993.6,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,19,93,1767,848.16,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,19,113,2147,1094.97,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,Online,39,91,3549,1739.01,
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,Online,43,113,4859,3158.35,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,39,203,7917,4354.35,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,28,145,4060,1989.4,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,29,113,3277,1540.19,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,27,112,3024,1542.24,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Men's Apparel,Online,38,112,4256,2128,
West Gear,1185732,10/12/2021,West,Utah,Salt Lake City,Women's Apparel,Online,42,125,5250,3202.5,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,27,98,2646,1270.08,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,39,105,4095,2006.55,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,39,105,4095,1965.6,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Athletic Footwear,Online,39,58,2262,1040.52,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Men's Apparel,Online,42,44,1848,1016.4,
West Gear,1128299,24-01-2021,West,Utah,Salt Lake City,Women's Apparel,Online,39,108,4212,1811.16,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Street Footwear,Online,29,117,3393,1526.85,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,Online,39,91,3549,1703.52,
West Gear,1128299,24-02-2021,West,Utah,Salt Lake City,Women's Street Footwear,Online,36,88,3168,1425.6,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,39,58,2262,1085.76,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Men's Apparel,Online,42,38,1596,829.92,
West Gear,1128299,24-02-2021,West,Oregon,Portland,Women's Apparel,Online,37,85,3145,1258,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Street Footwear,Online,38,128,4864,2383.36,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,45,85,3825,1836,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Street Footwear,Online,54,88,4752,2138.4,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,49,65,3185,1528.8,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Apparel,Online,54,26,1404,744.12,
West Gear,1128299,23-03-2021,West,Oregon,Portland,Women's Apparel,Online,49,87,4263,1790.46,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Street Footwear,Online,51,124,6324,2909.04,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,54,83,4482,2196.18,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Street Footwear,Online,55,85,4675,2244,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,41,63,2583,1291.5,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Men's Apparel,Online,48,36,1728,864,
West Gear,1128299,24-04-2021,West,Oregon,Portland,Women's Apparel,Online,59,84,4956,2230.2,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Street Footwear,Online,48,145,6960,3132,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,50,105,5250,2415,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Street Footwear,Online,50,95,4750,2375,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,49,83,4067,1952.16,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Apparel,Online,41,44,1804,992.2,
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Apparel,Online,54,158,8532,3839.4,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Street Footwear,Online,51,225,11475,5622.75,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,62,169,10478,5134.22,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Street Footwear,Online,78,189,14742,6781.32,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,74,158,11692,5846,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Apparel,Online,86,108,9288,4922.64,
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Apparel,Online,95,189,17955,8079.75,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Street Footwear,Online,79,255,20145,9669.6,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,85,196,16660,7830.2,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Street Footwear,Online,86,163,14018,6588.46,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,82,165,13530,6494.4,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Men's Apparel,Online,84,156,13104,6552,
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Apparel,Online,97,150,14550,6111,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Street Footwear,Online,81,200,16200,7776,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,76,233,17708,8676.92,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Street Footwear,Online,68,195,13260,6497.4,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,68,119,8092,3722.32,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Men's Apparel,Online,65,128,8320,4409.6,
West Gear,1128299,24-08-2021,West,Oregon,Portland,Women's Apparel,Online,69,73,5037,2216.28,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Street Footwear,Online,46,122,5612,2525.4,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,51,122,6222,2862.12,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Street Footwear,Online,49,75,3675,1653.75,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,49,52,2548,1172.08,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Men's Apparel,Online,58,59,3422,1813.66,
West Gear,1128299,25-09-2021,West,Oregon,Portland,Women's Apparel,Online,41,73,2993,1257.06,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Street Footwear,Online,38,102,3876,1821.72,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,50,142,7100,3266,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Street Footwear,Online,46,91,4186,2051.14,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,44,81,3564,1710.72,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Apparel,Online,51,75,3825,2065.5,
West Gear,1128299,24-10-2021,West,Oregon,Portland,Women's Apparel,Online,58,105,6090,2618.7,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Street Footwear,Online,44,173,7612,3501.52,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,48,195,9360,4680,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Street Footwear,Online,42,128,5376,2688,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,51,131,6681,3073.26,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Apparel,Online,68,111,7548,4075.92,
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Apparel,Online,76,149,11324,4756.08,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Street Footwear,Online,61,188,11468,5504.64,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,72,218,15696,7377.12,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Street Footwear,Online,67,165,11055,4974.75,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,67,143,9581,4311.45,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Men's Apparel,Online,72,133,9576,4788,
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Apparel,Online,77,173,13321,5328.4,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Street Footwear,Online,33,100,3300,1683,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,42,100,4200,2268,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Street Footwear,Online,43,112,4816,2600.64,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Athletic Footwear,Online,41,68,2788,1533.4,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Men's Apparel,Online,46,58,2668,1574.12,
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Apparel,Online,41,122,5002,2400.96,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Street Footwear,Online,33,140,4620,2448.6,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Athletic Footwear,Online,41,116,4756,2425.56,
West Gear,1128299,17-02-2021,West,Oregon,Portland,Women's Street Footwear,Online,41,120,4920,2558.4,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,44,73,3212,1766.6,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Men's Apparel,Online,48,51,2448,1468.8,
West Gear,1128299,17-02-2021,South,Louisiana,New Orleans,Women's Apparel,Online,44,105,4620,2217.6,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,44,147,6468,3298.68,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,51,101,5151,2833.05,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,56,116,6496,3572.8,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,50,84,4200,2310,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Apparel,Online,56,39,2184,1310.4,
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Women's Apparel,Online,41,95,3895,1752.75,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,48,142,6816,3544.32,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,52,88,4576,2288,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,52,105,5460,2784.6,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,39,74,2886,1529.58,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Apparel,Online,43,53,2279,1299.03,
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Women's Apparel,Online,55,105,5775,2887.5,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,43,160,6880,3646.4,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,47,100,4700,2444,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,49,112,5488,2798.88,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,44,85,3740,1907.4,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Apparel,Online,36,65,2340,1380.6,
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Women's Apparel,Online,59,167,9853,4433.85,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,58,248,14384,7335.84,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,65,210,13650,7098,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,83,203,16849,9266.95,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,82,161,13202,7261.1,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Men's Apparel,Online,92,117,10764,6135.48,
West Gear,1128299,17-06-2021,South,Louisiana,New Orleans,Women's Apparel,Online,100,195,19500,9360,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,86,270,23220,12306.6,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,92,203,18676,10271.8,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,90,196,17640,9525.6,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,86,168,14448,7801.92,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Men's Apparel,Online,86,189,16254,9427.32,
West Gear,1128299,16-07-2021,South,Louisiana,New Orleans,Women's Apparel,Online,103,163,16789,8058.72,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Street Footwear,Online,86,255,21930,11184.3,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,Online,77,239,18403,9385.53,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Street Footwear,Online,70,189,13230,7276.5,
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,Online,74,128,9472,5020.16,
