invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I115922,11-06-16,25,Clothing,3,900.24,675.18,Cash,East,New York,Viaport Outlet
I334211,11-06-16,63,Clothing,3,900.24,675.18,Cash,East,New York,Istinye Park
I190771,11-06-16,46,Clothing,2,600.16,450.12,Cash,East,New York,Istinye Park
I308735,11-06-16,28,Cosmetics,4,162.64,130.112,Debit Card,South,Tennessee,Viaport Outlet
I278675,11-06-16,61,Toys,3,107.52,80.64,Cash,South,Tennessee,Mall of Istanbul
I324051,11-06-16,59,Souvenir,2,23.46,16.422,Credit Card,East,Pennsylvania,Mall of Istanbul
I259227,11-06-16,62,Shoes,2,1200.34,1080.306,Credit Card,West,California,Viaport Outlet
I245706,11-06-16,44,Clothing,4,1200.32,1140.304,Cash,East,Delaware,Metropol AVM
I331239,11-06-16,63,Toys,3,107.52,80.64,Debit Card,East,Delaware,Mall of Istanbul
I181980,11-06-16,66,Cosmetics,5,203.3,162.64,Debit Card,West,Arizona,Metropol AVM
I157899,11-06-16,37,Cosmetics,4,162.64,130.112,Cash,East,Ohio,Zorlu Center
I177066,11-06-16,64,Cosmetics,4,162.64,130.112,Cash,East,Ohio,Kanyon
I335165,11-06-16,42,Shoes,3,1800.51,1620.459,Credit Card,Central,Texas,Kanyon
I831978,11-06-16,54,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Texas,Kanyon
I968835,11-06-16,44,Souvenir,3,35.19,24.633,Credit Card,Central,Texas,Mall of Istanbul
I228663,11-06-16,49,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Mall of Istanbul
I304738,11-06-16,59,Food & Beverage,1,5.23,3.661,Cash,Central,Michigan,Kanyon
I107308,11-06-16,18,Food & Beverage,1,5.23,3.661,Debit Card,Central,Michigan,Metrocity
I299412,11-06-16,32,Toys,1,35.84,25.088,Credit Card,South,Virginia,Istinye Park
I114115,11-06-16,58,Clothing,3,900.24,675.18,Cash,South,Virginia,Kanyon
I339396,11-06-16,29,Technology,1,1050,945,Cash,East,New York,Kanyon
I195900,11-06-16,26,Toys,2,71.68,50.176,Cash,East,New York,Mall of Istanbul
I126334,11-06-16,19,Clothing,3,900.24,675.18,Debit Card,East,New York,Mall of Istanbul
I126712,11-06-16,64,Souvenir,1,11.73,8.211,Credit Card,East,New York,Zorlu Center
I110896,11-06-16,65,Souvenir,3,35.19,24.633,Debit Card,East,New York,Istinye Park
I240331,11-06-16,19,Food & Beverage,4,20.92,15.69,Credit Card,East,New York,Kanyon
I167775,11-06-16,23,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Viaport Outlet
I307088,11-06-16,26,Food & Beverage,3,15.69,10.983,Cash,East,Delaware,Mall of Istanbul
I282316,11-06-16,39,Clothing,2,600.16,450.12,Credit Card,East,Delaware,Metropol AVM
I736022,11-06-16,61,Souvenir,3,35.19,24.633,Cash,East,Delaware,Metropol AVM
I625016,11-06-16,65,Souvenir,3,35.19,24.633,Credit Card,South,Alabama,Metrocity
I401285,11-06-16,63,Shoes,1,600.17,450.1275,Cash,South,Alabama,Zorlu Center
I369721,11-06-16,25,Clothing,2,600.16,450.12,Debit Card,South,Alabama,Zorlu Center
I152311,11-06-16,21,Clothing,2,600.16,450.12,Cash,South,North Carolina,Metrocity
I217469,11-06-16,39,Clothing,4,1200.32,1140.304,Cash,West,Washington,Metropol AVM
I589850,11-06-16,44,Shoes,5,3000.85,2700.765,Cash,West,Washington,Metropol AVM
I131844,11-06-16,25,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Metrocity
I278019,11-06-16,55,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Istinye Park
I277505,11-06-16,38,Clothing,3,900.24,675.18,Debit Card,Central,Texas,Metropol AVM
I179922,11-06-16,45,Food & Beverage,5,26.15,19.6125,Cash,Central,Texas,Metropol AVM
I199833,11-06-16,55,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Istinye Park
I381515,11-06-16,68,Cosmetics,4,162.64,130.112,Cash,South,Kentucky,Mall of Istanbul
I202369,11-06-16,62,Books,5,75.75,56.8125,Credit Card,South,Kentucky,Kanyon
I556186,11-06-16,54,Clothing,5,1500.4,1425.38,Cash,South,Florida,Viaport Outlet
I253883,11-06-16,62,Clothing,1,300.08,225.06,Cash,West,Arizona,Kanyon
I235811,11-06-16,64,Clothing,3,900.24,675.18,Debit Card,East,Pennsylvania,Viaport Outlet
I309408,11-06-16,55,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Istinye Park
I276504,11-06-16,23,Clothing,4,1200.32,1140.304,Cash,Central,Iowa,Metrocity
I979748,11-06-16,69,Clothing,1,300.08,225.06,Cash,Central,Iowa,Mall of Istanbul
I182243,11-06-16,29,Clothing,2,600.16,450.12,Credit Card,Central,Iowa,Mall of Istanbul
I208229,11-06-16,53,Cosmetics,1,40.66,28.462,Credit Card,Central,Iowa,Istinye Park
I140419,11-06-16,31,Technology,5,5250,4725,Cash,West,Idaho,Mall of Istanbul
I195759,11-06-16,46,Cosmetics,1,40.66,28.462,Debit Card,West,California,Kanyon
I138522,11-06-16,58,Cosmetics,2,81.32,56.924,Cash,East,Massachusetts,Kanyon
I301961,11-06-16,37,Technology,1,1050,945,Credit Card,East,Pennsylvania,Viaport Outlet
I371949,11-06-16,50,Toys,2,71.68,50.176,Credit Card,East,Pennsylvania,Metrocity
I339002,11-06-16,68,Shoes,5,3000.85,2700.765,Cash,East,Pennsylvania,Metrocity
I208868,11-06-16,52,Food & Beverage,5,26.15,19.6125,Cash,East,Pennsylvania,Metropol AVM
I163273,11-06-16,19,Technology,2,2100,1890,Cash,South,North Carolina,Kanyon
I907172,11-06-16,57,Clothing,2,600.16,450.12,Credit Card,South,North Carolina,Istinye Park
I118591,11-06-16,28,Clothing,1,300.08,225.06,Credit Card,South,North Carolina,Metrocity
I305208,11-06-16,28,Cosmetics,2,81.32,56.924,Credit Card,South,North Carolina,Mall of Istanbul
I901243,11-06-16,23,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Istinye Park
I230905,11-06-16,28,Shoes,4,2400.68,2280.646,Cash,Central,Illinois,Istinye Park
I177243,11-06-16,20,Shoes,4,2400.68,2280.646,Credit Card,West,Idaho,Mall of Istanbul
I163777,11-06-16,48,Food & Beverage,1,5.23,3.661,Credit Card,West,Idaho,Metropol AVM
I114957,11-06-16,49,Souvenir,1,11.73,8.211,Debit Card,West,Idaho,Istinye Park
I929058,11-06-16,19,Clothing,5,1500.4,1425.38,Debit Card,Central,Texas,Mall of Istanbul
I225132,11-06-16,62,Clothing,1,300.08,225.06,Credit Card,East,New York,Metrocity
I323225,11-06-16,64,Food & Beverage,4,20.92,15.69,Cash,East,New York,Kanyon
I143594,11-06-16,42,Food & Beverage,2,10.46,7.322,Cash,East,New York,Metropol AVM
I591573,11-06-16,21,Clothing,3,900.24,675.18,Debit Card,East,New York,Metrocity
I123696,11-06-16,69,Toys,1,35.84,25.088,Credit Card,East,New York,Kanyon
I267556,11-06-16,52,Clothing,1,300.08,225.06,Credit Card,East,New York,Kanyon
I183484,11-06-16,62,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Zorlu Center
I411070,11-06-16,67,Cosmetics,3,121.98,91.485,Cash,Central,Texas,Mall of Istanbul
I161397,11-06-16,18,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Zorlu Center
I268469,11-06-16,40,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Zorlu Center
I294265,11-06-16,31,Toys,5,179.2,143.36,Debit Card,East,Delaware,Metrocity
I163437,11-06-16,52,Cosmetics,4,162.64,130.112,Credit Card,East,Delaware,Kanyon
I310983,11-06-16,25,Cosmetics,3,121.98,91.485,Cash,East,Delaware,Istinye Park
I220453,11-06-16,66,Toys,1,35.84,25.088,Debit Card,Central,Illinois,Viaport Outlet
I193242,11-06-16,46,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Kanyon
I269943,11-06-16,44,Toys,1,35.84,25.088,Cash,West,California,Mall of Istanbul
I123008,11-06-16,43,Shoes,4,2400.68,2280.646,Credit Card,West,California,Zorlu Center
I472618,11-06-16,39,Clothing,1,300.08,225.06,Credit Card,East,New York,Mall of Istanbul
I238260,11-06-16,46,Food & Beverage,2,10.46,7.322,Cash,East,New York,Kanyon
I120710,11-06-16,46,Clothing,5,1500.4,1425.38,Cash,East,Delaware,Metropol AVM
I658582,11-06-16,52,Toys,1,35.84,25.088,Cash,East,Delaware,Zorlu Center
I283550,11-06-16,23,Toys,3,107.52,80.64,Credit Card,East,Delaware,Viaport Outlet
I344119,11-06-16,69,Food & Beverage,1,5.23,3.661,Credit Card,East,Delaware,Kanyon
I120847,11-06-16,24,Cosmetics,2,81.32,56.924,Debit Card,East,Delaware,Metrocity
I367716,11-06-16,65,Food & Beverage,3,15.69,10.983,Debit Card,East,Delaware,Zorlu Center
I141357,11-06-16,51,Toys,5,179.2,143.36,Credit Card,South,Kentucky,Kanyon
I571592,11-06-16,45,Technology,1,1050,945,Cash,South,Tennessee,Istinye Park
I284769,11-06-16,28,Souvenir,3,35.19,24.633,Cash,West,California,Mall of Istanbul
I903246,11-06-16,49,Souvenir,3,35.19,24.633,Debit Card,East,Delaware,Metropol AVM
I272236,11-06-16,42,Souvenir,5,58.65,43.9875,Cash,East,Delaware,Metropol AVM
I312482,11-06-16,62,Technology,1,1050,945,Credit Card,East,Delaware,Istinye Park
I336723,11-06-16,48,Toys,3,107.52,80.64,Credit Card,Central,Michigan,Istinye Park
I407808,11-06-16,47,Toys,4,143.36,114.688,Debit Card,Central,Michigan,Zorlu Center
I156512,11-06-16,64,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Kanyon
I333236,11-06-16,30,Cosmetics,2,81.32,56.924,Credit Card,South,Tennessee,Mall of Istanbul
I174507,11-06-16,64,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Metropol AVM
I910595,11-06-16,65,Clothing,1,300.08,225.06,Cash,South,Florida,Istinye Park
I172862,11-06-16,61,Cosmetics,1,40.66,28.462,Cash,South,Florida,Mall of Istanbul
I172894,11-06-16,57,Souvenir,2,23.46,16.422,Cash,South,Florida,Metropol AVM
I296799,11-06-16,32,Food & Beverage,2,10.46,7.322,Debit Card,South,Florida,Metropol AVM
I106539,11-06-16,32,Shoes,2,1200.34,1080.306,Cash,South,Florida,Istinye Park
I172083,11-06-16,27,Toys,5,179.2,143.36,Cash,South,Florida,Metrocity
I140136,11-06-16,46,Shoes,5,3000.85,2700.765,Debit Card,South,Florida,Zorlu Center
I335125,11-06-16,63,Shoes,2,1200.34,1080.306,Cash,South,Florida,Viaport Outlet
I351274,11-06-16,64,Shoes,4,2400.68,2280.646,Cash,East,New York,Metrocity
I750462,11-06-16,64,Clothing,3,900.24,675.18,Credit Card,East,New York,Viaport Outlet
I163502,11-06-16,50,Clothing,3,900.24,675.18,Debit Card,East,New York,Metrocity
I213487,11-06-16,54,Technology,4,4200,3780,Cash,South,North Carolina,Zorlu Center
I233182,11-06-16,27,Technology,2,2100,1890,Cash,South,North Carolina,Istinye Park
I138602,11-06-16,66,Clothing,5,1500.4,1425.38,Debit Card,South,North Carolina,Viaport Outlet
I243998,11-06-16,37,Clothing,4,1200.32,1140.304,Debit Card,East,New York,Mall of Istanbul
I544789,11-06-16,39,Technology,3,3150,2677.5,Credit Card,East,Pennsylvania,Viaport Outlet
I293715,11-06-16,38,Souvenir,3,35.19,24.633,Credit Card,South,Florida,Istinye Park
I862460,11-06-16,37,Clothing,1,300.08,225.06,Credit Card,South,Florida,Metropol AVM
I329023,11-06-16,45,Toys,1,35.84,25.088,Credit Card,South,Florida,Viaport Outlet
I438087,11-06-16,66,Clothing,2,600.16,450.12,Cash,Central,Texas,Viaport Outlet
I252132,11-06-16,68,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Istinye Park
I639492,11-06-16,57,Clothing,5,1500.4,1425.38,Debit Card,Central,Texas,Metrocity
I278066,11-06-16,48,Food & Beverage,2,10.46,7.322,Cash,South,Kentucky,Kanyon
I157404,11-06-16,47,Food & Beverage,3,15.69,10.983,Credit Card,South,Kentucky,Mall of Istanbul
I851798,11-06-16,20,Cosmetics,3,121.98,91.485,Credit Card,South,Kentucky,Zorlu Center
I251575,11-06-16,22,Souvenir,3,35.19,24.633,Credit Card,South,Kentucky,Mall of Istanbul
I159531,11-06-16,57,Clothing,3,900.24,675.18,Debit Card,East,Ohio,Kanyon
I752405,11-06-16,38,Clothing,2,600.16,450.12,Credit Card,East,Ohio,Kanyon
I511954,11-06-16,23,Shoes,1,600.17,450.1275,Credit Card,East,Ohio,Kanyon
I214403,11-06-16,63,Shoes,3,1800.51,1620.459,Cash,East,New York,Metropol AVM
I339699,11-06-16,55,Souvenir,1,11.73,8.211,Cash,Central,Illinois,Viaport Outlet
I515880,11-06-16,62,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Zorlu Center
I175576,11-06-16,22,Cosmetics,3,121.98,91.485,Cash,East,Pennsylvania,Viaport Outlet
I240101,11-06-16,24,Toys,4,143.36,114.688,Cash,East,New York,Mall of Istanbul
I738458,11-06-16,48,Cosmetics,2,81.32,56.924,Credit Card,East,New York,Mall of Istanbul
I163058,11-06-16,19,Toys,4,143.36,114.688,Cash,East,New York,Zorlu Center
I376258,11-06-16,28,Clothing,4,1200.32,1140.304,Credit Card,West,California,Metrocity
I239090,11-06-16,40,Shoes,4,2400.68,2280.646,Credit Card,West,California,Metropol AVM
I251565,11-06-16,24,Toys,4,143.36,114.688,Cash,West,California,Viaport Outlet
I846015,11-06-16,21,Clothing,1,300.08,225.06,Debit Card,West,California,Metropol AVM
I232207,11-06-16,55,Shoes,3,1800.51,1620.459,Debit Card,West,California,Metrocity
I383870,11-06-16,33,Clothing,5,1500.4,1425.38,Credit Card,West,California,Istinye Park
I105022,11-06-16,63,Toys,1,35.84,25.088,Cash,West,California,Metrocity
I650953,11-06-16,48,Clothing,4,1200.32,1140.304,Credit Card,West,California,Metropol AVM
I129057,11-06-16,20,Cosmetics,3,121.98,91.485,Credit Card,West,California,Viaport Outlet
I678170,11-06-16,43,Souvenir,1,11.73,8.211,Credit Card,Central,Michigan,Kanyon
I339748,11-06-16,54,Food & Beverage,2,10.46,7.322,Cash,Central,Michigan,Metropol AVM
I938104,11-06-16,35,Technology,5,5250,4725,Cash,Central,Michigan,Istinye Park
I847370,11-06-16,28,Shoes,3,1800.51,1620.459,Cash,East,Pennsylvania,Viaport Outlet
I340421,11-06-16,45,Shoes,5,3000.85,2700.765,Cash,East,Pennsylvania,Viaport Outlet
I280247,11-06-16,39,Books,2,30.3,21.21,Credit Card,East,Pennsylvania,Zorlu Center
I122021,11-06-16,64,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Viaport Outlet
I859500,11-06-16,19,Toys,5,179.2,143.36,Credit Card,East,Delaware,Istinye Park
I340215,11-06-16,38,Food & Beverage,1,5.23,3.661,Credit Card,East,New York,Istinye Park
I623624,11-06-16,62,Books,5,75.75,56.8125,Cash,Central,Texas,Mall of Istanbul
I267911,11-06-16,53,Cosmetics,2,81.32,56.924,Cash,Central,Texas,Metrocity
I167915,11-06-16,59,Clothing,5,1500.4,1425.38,Cash,Central,Iowa,Kanyon
I206818,11-06-16,42,Food & Beverage,4,20.92,15.69,Debit Card,Central,Iowa,Metrocity
I257326,11-06-16,39,Cosmetics,5,203.3,162.64,Credit Card,Central,Iowa,Zorlu Center
I952600,11-06-16,64,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Mall of Istanbul
I273570,11-06-16,19,Souvenir,4,46.92,35.19,Credit Card,East,New York,Viaport Outlet
I545352,11-06-16,62,Clothing,4,1200.32,1140.304,Credit Card,South,Tennessee,Metrocity
I306944,11-06-16,56,Clothing,3,900.24,675.18,Cash,South,Tennessee,Kanyon
I669670,11-06-16,39,Technology,3,3150,2677.5,Cash,East,Delaware,Viaport Outlet
I461590,11-06-16,47,Shoes,3,1800.51,1620.459,Credit Card,East,Delaware,Kanyon
I394343,11-06-16,35,Clothing,3,900.24,675.18,Cash,West,Washington,Kanyon
I181156,11-06-16,36,Shoes,4,2400.68,2280.646,Credit Card,West,Washington,Mall of Istanbul
I332026,11-06-16,53,Cosmetics,1,40.66,28.462,Debit Card,West,Washington,Mall of Istanbul
I325744,11-06-16,64,Cosmetics,1,40.66,28.462,Debit Card,West,Washington,Metropol AVM
I231604,11-06-16,21,Books,4,60.6,45.45,Debit Card,East,Ohio,Istinye Park
I318906,11-06-16,38,Food & Beverage,4,20.92,15.69,Debit Card,East,Ohio,Mall of Istanbul
I320209,11-06-16,42,Clothing,5,1500.4,1425.38,Cash,East,Ohio,Metrocity
I322902,11-06-16,30,Cosmetics,2,81.32,56.924,Cash,Central,Illinois,Istinye Park
I181777,11-06-16,18,Books,5,75.75,56.8125,Credit Card,Central,Illinois,Metrocity
I175973,11-06-16,39,Cosmetics,5,203.3,162.64,Cash,Central,Iowa,Zorlu Center
I169074,11-06-16,41,Cosmetics,2,81.32,56.924,Cash,East,New York,Mall of Istanbul
I336945,11-06-16,31,Shoes,5,3000.85,2700.765,Cash,West,California,Kanyon
I294173,11-06-16,41,Souvenir,3,35.19,24.633,Cash,West,California,Metrocity
I308229,11-06-16,25,Cosmetics,1,40.66,28.462,Cash,Central,Illinois,Metrocity
I571220,11-06-16,69,Clothing,4,1200.32,1140.304,Credit Card,Central,Illinois,Zorlu Center
I272681,11-06-16,44,Clothing,1,300.08,225.06,Cash,Central,Illinois,Zorlu Center
I102489,11-06-16,56,Food & Beverage,2,10.46,7.322,Debit Card,Central,Illinois,Kanyon
I895434,11-06-16,41,Food & Beverage,2,10.46,7.322,Debit Card,Central,Illinois,Metropol AVM
I131520,11-06-16,49,Clothing,3,900.24,675.18,Cash,East,New York,Istinye Park
I108791,11-06-16,43,Clothing,4,1200.32,1140.304,Cash,West,California,Zorlu Center
I331659,11-06-16,43,Cosmetics,2,81.32,56.924,Cash,West,California,Kanyon
I540591,11-06-16,66,Souvenir,5,58.65,43.9875,Cash,Central,Texas,Metrocity
I437564,11-06-16,32,Toys,5,179.2,143.36,Debit Card,East,Massachusetts,Metrocity
I298982,11-06-16,37,Clothing,3,900.24,675.18,Credit Card,East,Massachusetts,Kanyon
I114101,11-06-16,53,Clothing,3,900.24,675.18,Debit Card,East,Massachusetts,Metropol AVM
I294436,11-06-16,34,Technology,5,5250,4725,Credit Card,East,Massachusetts,Mall of Istanbul
I506217,11-06-16,43,Technology,2,2100,1890,Debit Card,Central,Texas,Metrocity
I119313,11-06-16,25,Souvenir,4,46.92,35.19,Cash,Central,Texas,Metropol AVM
I115593,11-06-16,52,Cosmetics,3,121.98,91.485,Cash,Central,Texas,Metropol AVM
I235200,11-06-16,24,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Metropol AVM
I226628,11-06-16,42,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Metrocity
I267907,11-06-16,51,Books,4,60.6,45.45,Cash,Central,Texas,Mall of Istanbul
I221537,11-06-16,42,Technology,1,1050,945,Debit Card,West,Washington,Kanyon
I307033,11-06-16,66,Technology,3,3150,2677.5,Cash,East,Massachusetts,Mall of Istanbul
I253483,11-06-16,45,Shoes,5,3000.85,2700.765,Credit Card,East,Massachusetts,Viaport Outlet
I303762,11-06-16,55,Technology,5,5250,4725,Credit Card,West,California,Kanyon
I324939,11-06-16,33,Books,4,60.6,45.45,Cash,West,California,Kanyon
I704027,11-06-16,32,Clothing,1,300.08,225.06,Debit Card,South,Virginia,Istinye Park
I275160,11-06-16,61,Cosmetics,4,162.64,130.112,Debit Card,West,Washington,Istinye Park
I264204,11-06-16,52,Souvenir,3,35.19,24.633,Cash,West,Washington,Mall of Istanbul
I548102,11-06-16,25,Clothing,3,900.24,675.18,Cash,West,Washington,Metrocity
I247166,11-06-16,23,Books,5,75.75,56.8125,Credit Card,West,Washington,Viaport Outlet
I115033,11-06-16,24,Cosmetics,2,81.32,56.924,Credit Card,West,Washington,Metrocity
I796223,11-06-16,64,Cosmetics,1,40.66,28.462,Cash,South,Virginia,Metrocity
I143663,11-06-16,47,Food & Beverage,2,10.46,7.322,Credit Card,South,Virginia,Metrocity
I231282,11-06-16,23,Clothing,2,600.16,450.12,Cash,South,Virginia,Metrocity
I229840,11-06-16,51,Food & Beverage,2,10.46,7.322,Cash,South,Virginia,Istinye Park
I683632,11-06-16,46,Clothing,3,900.24,675.18,Credit Card,South,Virginia,Metrocity
I954697,11-06-16,43,Toys,1,35.84,25.088,Credit Card,South,Virginia,Viaport Outlet
I707469,11-06-16,61,Cosmetics,1,40.66,28.462,Cash,South,Virginia,Kanyon
I142653,11-06-16,62,Clothing,4,1200.32,1140.304,Credit Card,South,Florida,Metropol AVM
I231595,11-06-16,48,Cosmetics,3,121.98,91.485,Cash,West,California,Kanyon
I155200,11-06-16,18,Clothing,2,600.16,450.12,Cash,West,California,Istinye Park
I281881,11-06-16,66,Souvenir,5,58.65,43.9875,Debit Card,East,New York,Viaport Outlet
I159343,11-06-16,61,Technology,2,2100,1890,Debit Card,Central,Indiana,Metropol AVM
I101653,11-06-16,68,Souvenir,2,23.46,16.422,Cash,East,Ohio,Kanyon
I173429,11-06-16,53,Shoes,1,600.17,450.1275,Cash,East,Ohio,Kanyon
I107232,11-06-16,22,Clothing,4,1200.32,1140.304,Credit Card,South,Florida,Istinye Park
I237796,11-06-16,45,Clothing,5,1500.4,1425.38,Cash,South,Florida,Mall of Istanbul
I324414,11-06-16,64,Clothing,5,1500.4,1425.38,Credit Card,East,Delaware,Viaport Outlet
I285749,11-06-16,63,Toys,2,71.68,50.176,Debit Card,East,Delaware,Viaport Outlet
I277208,11-06-16,52,Food & Beverage,5,26.15,19.6125,Cash,East,Delaware,Mall of Istanbul
I181008,11-06-16,68,Clothing,4,1200.32,1140.304,Cash,East,Delaware,Viaport Outlet
I276700,11-06-16,54,Cosmetics,5,203.3,162.64,Debit Card,West,Colorado,Metrocity
I806068,11-06-16,31,Cosmetics,3,121.98,91.485,Cash,West,California,Zorlu Center
I347669,11-06-16,35,Books,1,15.15,10.605,Cash,West,California,Mall of Istanbul
I269775,11-06-16,45,Food & Beverage,3,15.69,10.983,Cash,West,California,Kanyon
I158837,11-06-16,61,Shoes,2,1200.34,1080.306,Debit Card,West,California,Metrocity
I177514,11-06-16,53,Clothing,1,300.08,225.06,Cash,West,California,Mall of Istanbul
I307469,11-06-16,39,Food & Beverage,5,26.15,19.6125,Credit Card,East,Delaware,Viaport Outlet
I336343,11-06-16,48,Clothing,3,900.24,675.18,Debit Card,West,California,Zorlu Center
I336111,11-06-16,29,Cosmetics,2,81.32,56.924,Credit Card,South,Kentucky,Kanyon
I434770,11-06-16,24,Food & Beverage,2,10.46,7.322,Credit Card,South,Kentucky,Istinye Park
I301138,11-06-16,36,Shoes,3,1800.51,1620.459,Cash,South,Kentucky,Mall of Istanbul
I281334,11-06-16,21,Books,3,45.45,31.815,Cash,South,Kentucky,Kanyon
I151763,11-06-16,35,Clothing,2,600.16,450.12,Cash,West,California,Kanyon
I263738,11-06-16,42,Food & Beverage,3,15.69,10.983,Credit Card,West,California,Kanyon
I141327,11-06-16,26,Shoes,4,2400.68,2280.646,Debit Card,West,California,Kanyon
I138005,11-06-16,55,Clothing,5,1500.4,1425.38,Cash,Central,Iowa,Istinye Park
I333146,11-06-16,41,Toys,1,35.84,25.088,Cash,Central,Iowa,Kanyon
I110457,11-06-16,43,Food & Beverage,1,5.23,3.661,Credit Card,Central,Iowa,Metropol AVM
I324269,11-06-16,36,Clothing,3,900.24,675.18,Cash,Central,Iowa,Istinye Park
I920643,11-06-16,53,Cosmetics,5,203.3,162.64,Credit Card,West,California,Kanyon
I968067,11-06-16,34,Technology,2,2100,1890,Debit Card,West,California,Metrocity
I767659,11-06-16,36,Souvenir,1,11.73,8.211,Cash,Central,Texas,Metropol AVM
I115232,11-06-16,43,Cosmetics,2,81.32,56.924,Credit Card,Central,Texas,Istinye Park
I270375,11-06-16,40,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Mall of Istanbul
I158323,11-06-16,32,Clothing,5,1500.4,1425.38,Cash,West,Washington,Mall of Istanbul
I323268,11-06-16,37,Shoes,4,2400.68,2280.646,Debit Card,East,New York,Metrocity
I142669,11-06-16,22,Clothing,1,300.08,225.06,Cash,South,North Carolina,Viaport Outlet
I312514,11-06-16,56,Food & Beverage,4,20.92,15.69,Credit Card,West,Washington,Kanyon
I184211,11-06-16,43,Cosmetics,4,162.64,130.112,Cash,West,Washington,Istinye Park
I996174,11-06-16,26,Cosmetics,5,203.3,162.64,Credit Card,Central,Iowa,Zorlu Center
I157356,11-06-16,30,Books,4,60.6,45.45,Debit Card,West,California,Metrocity
I655633,11-06-16,69,Food & Beverage,4,20.92,15.69,Cash,South,North Carolina,Kanyon
I197532,11-06-16,42,Toys,1,35.84,25.088,Cash,South,North Carolina,Metropol AVM
I878892,11-06-16,23,Food & Beverage,5,26.15,19.6125,Cash,South,North Carolina,Viaport Outlet
I533798,11-06-16,53,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Mall of Istanbul
I148137,11-06-16,30,Shoes,2,1200.34,1080.306,Credit Card,East,New York,Zorlu Center
I629673,11-06-16,43,Technology,3,3150,2677.5,Credit Card,East,Ohio,Kanyon
I486297,11-06-16,55,Clothing,4,1200.32,1140.304,Cash,Central,Indiana,Zorlu Center
I166583,11-06-16,63,Technology,3,3150,2677.5,Cash,Central,Indiana,Mall of Istanbul
I260275,11-06-16,51,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Indiana,Mall of Istanbul
I105779,11-06-16,42,Food & Beverage,4,20.92,15.69,Credit Card,West,Oregon,Istinye Park
I140349,11-06-16,46,Cosmetics,2,81.32,56.924,Debit Card,West,Oregon,Istinye Park
I489792,11-06-16,48,Clothing,2,600.16,450.12,Cash,West,Oregon,Zorlu Center
I264836,11-06-16,48,Shoes,5,3000.85,2700.765,Credit Card,West,Oregon,Zorlu Center
I855692,11-06-16,58,Clothing,2,600.16,450.12,Cash,West,Oregon,Kanyon
I123949,11-06-16,51,Shoes,1,600.17,450.1275,Credit Card,Central,Texas,Mall of Istanbul
I686091,11-06-16,68,Shoes,3,1800.51,1620.459,Credit Card,Central,Texas,Istinye Park
I909852,11-06-16,58,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Mall of Istanbul
I337580,11-06-16,61,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Texas,Zorlu Center
I247292,11-06-16,21,Cosmetics,2,81.32,56.924,Credit Card,Central,Texas,Mall of Istanbul
I283555,11-06-16,38,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Zorlu Center
I299107,11-06-16,18,Toys,5,179.2,143.36,Credit Card,West,Arizona,Metropol AVM
I113716,11-06-16,69,Food & Beverage,1,5.23,3.661,Cash,West,Arizona,Metropol AVM
I168948,11-06-16,60,Clothing,3,900.24,675.18,Credit Card,West,Arizona,Istinye Park
I253615,11-06-16,54,Clothing,2,600.16,450.12,Credit Card,West,Arizona,Kanyon
I996598,11-06-16,20,Technology,5,5250,4725,Cash,West,Arizona,Metropol AVM
I884132,11-06-16,56,Clothing,4,1200.32,1140.304,Cash,West,Arizona,Mall of Istanbul
I234797,11-06-16,27,Clothing,2,600.16,450.12,Credit Card,East,Massachusetts,Mall of Istanbul
I150341,11-06-16,63,Food & Beverage,1,5.23,3.661,Cash,East,Massachusetts,Mall of Istanbul
I170597,11-06-16,33,Food & Beverage,2,10.46,7.322,Credit Card,East,Massachusetts,Kanyon
I411959,11-06-16,19,Clothing,2,600.16,450.12,Credit Card,South,Virginia,Kanyon
